Pachastrella monilifera
Strongylocoris leucocephalus
Notiophilus palustris
Acleris schalleriana
Strongylocoris steganoides
Notiophilus reitteri
Picromerus bidens
Potamopyrgus jenkinsi
Acleris shepherdana
Acleris sparsana
Ptomaphagus variicornis
Platydracus fulvipes
Robertus lividus
Tachydromia umbrarum
Robertus lyrifer
Platydracus latebricola
Maurolicus muelleri
Acleris umbrana
Pachyprotasis antennata
Acleris variegana
Platydracus stercorarius
Pachyprotasis rapae
Strongylogaster filicis
Pachyprotasis variegata
Notioscopus sarcinatus
Strongylogaster lineata
Strongylogaster macula
Apomyelois bistriatella
Strongylogaster mixta
Beringius turtoni
Tachyerges decoratus
Glyphipterix bergstraesserella
Tachyerges salicis
Agabus adpressus
Agabus affinis
Glyphipterix equitella
Glyphipterix forsterella
Microsphaeridiorhynchus nucula
Aclis minor
Agabus arcticus
Glyphipterix haworthana
Beris chalybata
Aclis sarsi
Beris clavipes
Dolichocephala irrorata
Beris fuscipes
Agabus biguttulus
Aclis walleri
Agabus bipustulatus
Lordithon exoletus
Beris morrisii
Lordithon lunulatus
Eustroma reticulata
Glyphipterix schoenicolella
Lordithon pulchellus
Agabus confinis
Lordithon speciosus
Glyphipterix simpliciella
Agabus congener
Lordithon thoracicus
Celypha cespitana
Glyphipterix thrasonella
Lordithon trinotatus
Euconnus claviger
Celypha lacunana
Korynetes caeruleus
Euconnus fimetarius
Agabus elongatus
Euconnus hirticollis
Agabus fuscipennis
Isoperla difformis
Dendrophagus crenatus
Agabus guttatus
Euconnus maklinii
Isoperla grammatica
Mythimna comma
Mythimna conigera
Agabus labiatus
Agabus lapponicus
Mythimna ferrago
Ciconia nigra
Isoperla obscura
Agabus melanarius
Mythimna impura
Tachypeza fennica
Tachypeza fuscipennis
Dendrophilus corticalis
Tachypeza heeri
Euconnus wetterhalli
Tachypeza nubila
Galeruca pomonae
Trichina bilobata
Trichina clavipes
Dendrophilus pygmaeus
Tachypeza truncorum
Trichina elongata
Aclypea opaca
Enchelyopus cimbrius
Agabus paludosus
Sinella tenebricosa
Mythimna pallens
Paralimnus rotundiceps
Euconomelus lepidus
Mythimna pudorina
Bourletiella hortensis
Macroramphosus scolopax
Eurystheus erythrophthalmus
Agabus serricornis
Bourletiella pistillum
Eurystheus melanops
Bourletiella pruinosa
Pollachius pollachius
Pollachius virens
Bourletiella viridescens
Mythimna straminea
Agabus sturmii
Nesovitrea petronella
Agabus thomsoni
Isophrictis striatella
Agabus uliginosus
Macrorhamphosus scolopax
Tachyporus abdominalis
Trichinomyia flavipes
Tachyporus atriceps
Agabus zetterstedti
Tachyporus chrysomelinus
Euconulus fulvus
Tachyporus corpulentus
Oligostomis lapponica
Trichiocampus viminalis
Oligostomis reticulata
Tachyporus dispar
Amphipyra perflua
Tachyporus hypnorum
Amphipyra pyramidea
Tachyporus nitidulus
Euconulus praticola
Tachyporus obscurellus
Singa groenlandica
Tachyporus obtusus
Tachyporus pallidus
Tachyporus pulchellus
Picus canus
Tachyporus pusillus
Amphipyra tragopoginis
Tachyporus solutus
Tachyporus tersus
Badister peltatus
Tachyporus transversalis
Galerucella calmariensis
Macrorrhyncha flava
Meotica apicalis
Meotica exilis
Meotica exillima
Meotica finnmarchica
Meotica pallens
Macrosaldula scotica
Crella schottlaenderi
Semanotus undatus
Gnorimus nobilis
Gibbula cineraria
Oligotricha striata
Picus viridis
Oligotrichia striata
Gastrodes abietum
Gastrodes grossipes
Anomognathus cuspidatus
Alopecosa aculeata
Mytilina mucronata
Mytilina ventralis
Paramuricea placomus
Anomoia permunda
Eurytemora velox
Glyphohesione klatti
Eucosma aemulana
Trichiura crataegi
Hymenodora glacialis
Loricera pilicornis
Macaria carbonaria
Coleophora albidella
Eucosma aspidiscana
Loricula elegantula
Eucosma campoliliana
Loricula pselaphiformis
Eucosma cana
Agallia brachyptera
Galerucella pusilla
Eucosma conterminana
Scopula floslactata
Trichius fasciatus
Herminia grisealis
Olindia schumacherana
Macroseta rarisetis
Aporia crataegi
Eucosma fulvana
Agallia venosa
Curculio nucum
Coleophora alticolella
Herminia tarsipennalis
Eucosma guentheri
Drymonia dodonaea
Eucosma hohenwartiana
Choerades gilva
Choerades gilvus
Oriolus oriolus
Choerades marginatus
Microstomum hamatum
Microstomum jenseni
Notocelia aquana
Neophilaenus lineatus
Microstomum septentrionale
Notocelia cynosbatella
Moraria brevipes
Notocelia incarnatana
Leptognathia breviremis
Microstomus kitt
Notocelia roborana
Leptognathia gracilis
Notocelia tetragonana
Amphisbatis incongruella
Notocelia trimaculana
Notocelia uddmanniana
Tachyta nana
Anoplus plantaris
Eucosma obumbratana
Mytilus edulis
Neophlaenus exclamationis
Neophlaenus lineatus
Glyphostomum pallescens
Plegaderus saucius
Gavia immer
Glyphotaelius pellucidus
Euphyia unangulata
Tiliacea aurago
Tiliacea citrago
Eucosma pupillana
Krachia cossmanni
Semblis atrata
Trypetoptera punctulata
Semblis phalaenoides
Eucosma scorzonerana
Oriostoma discors
Olisthaerus megacephalus
Olisthaerus substriatus
Polopeustis altensis
Eucosma tripoliana
Diacyclops abyssicola
Macaria wauaria
Strophedra nitidana
Strophedra weirana
Olisthopus rotundatus
Neophron percnopterus
Olistophus rotundatus
Microvelia reticulata
Bunodes abyssorum
Eucosmomorpha albersana
Orithales serraticornis
Coptotriche angusticollella
Coptotriche heinemanni
Broscus cephalotes
Proisotoma buddenbrocki
Musculus corrugatus
Proisotoma clavipila
Camptocercus lilljeborgi
Coleophora atriplicis
Eucranta villosa
Scopula immorata
Hellinsia osteodactylus
Trichobranchus roseus
Rhaphium crassipes
Aporophyla lueneburgensis
Eudonia alpina
Aporophyla nigra
Pieris brassicae
Agalophamus malmgreni
Hayasakaia compacta
Triglops nybelini
Tryphosa longipes
Anonyx gulosus
Phlyctaenia coronata
Neophytobius muricatus
Neophytobius quadrinodosus
Phlyctaenia perlucidalis
Anonyx nugax
Holcostethus vernalis
Merdigera obscura
Scopula incanata
Orthops basalis
Mordella aculeata
Rocinela danmoniensis
Orius minutus
Orius niger
Tryphosites longipes
Gastrophysa polygoni
Gastrophysa viridula
Vitrea contracta
Mordella holomelaena
Trichocellus placidus
Vitrea crystallina
Amphissa acutecostata
Isorhipis marmottani
Allopauropus gracilis
Rhamphobrachium brevibrachiatum
Pytho abieticola
Pytho depressus
Bupalus piniaria
Calopteryx splendens
Trypocopris vernalis
Odezia atrata
Calopteryx virgo
Isorthis prima
Choleva fagniezi
Trypodendron domesticum
Trypodendron laeve
Trypodendron lineatum
Tetramorium caespitum
Choleva lederiana
Trypodendron signatum
Myxicola steenstrupi
Phyllonorycter maestingella
Choleva septentrionis
Trichocephaloides megalocephala
Sinodendron cylindricum
Caloptilia alchimiella
Gastropus hyptopus
Gastropus stylifer
Neoplatyura flava
Neoplatyura nigricauda
Trypophloeus asperatus
Aporrectodea caliginosa
Trypophloeus bispinulus
Trypophloeus granulatus
Pieris napi
Caloptilia betulicola
Myxilla fimbriata
Coracias garrulus
Bactra furfurana
Berosus luridus
Acmaeops collaris
Vitreolina incurva
Tadorna ferruginea
Pechipogo strigilata
Bactra lancealana
Leptoiulus proximus
Vitreolina philippi
Curculio villosus
Tadorna tadorna
Vitreolina philippii
Mordellistena humeralis
Caloptilia cuculipennella
Bactra robustana
Caloptilia elongella
Myxilla incrustans
Acmaeops pratensis
Caloptilia falconipennella
Psallus aethiops
Euryusa sinuata
Psallus ambiguus
Notodonta dromedarius
Aporrhais pespelecani
Rhamphomyia anomalipennis
Trichocera recondita
Psallus betuleti
Aporrhais pespelicani
Caloptilia hemidactylella
Pieris rapae
Acmaeops septentrionis
Notodonta torva
Mergellus albellus
Mordellistena parvula
Acmaeops smaragdula
Aporrhais serresianus
Notodonta tritophus
Psallus falleni
Notodonta ziczac
Dolichopus annulipes
Pachythelia villosella
Psallus graminicola
Psallus haematodes
Macrospis elegans
Caloptilia jurateae
Psallus lapponicus
Mordellistena pumila
Psallus lepidus
Rhamphomyia caliginosa
Mergus albellus
Mergus cucullatus
Chaetoparia nilssoni
Notodromas monacha
Chaetoparia variopedatus
Mergus merganser
Trichocerca capucina
Psallus perrisi
Myxine glutinosa
Vitrina pellucida
Mergus serrator
Rhamphomyia crassirostris
Psallus salicis
Glyptocephalus cynoglossus
Dolichopus brevipennis
Scymnus nigrinus
Trichocerca longiseta
Abramis brama
Leptolaimus meyer-reili
Psallus varians
Strophosoma capitatum
Mordellistena variegata
Trichocerca musculus
Trichocerca myersi
Gymnacanthus tricuspis
Dolichopus cilifemoratus
Trichocerca porcellus
Strophosoma faber
Strophosoma fulvicorne
Dolichopus clavipes
Trichocerca rosea
Trichocerca scipio
Caloptilia populetorum
Strophosoma melanogrammum
Eucyclops denticulatus
Mordellochroa abdominalis
Trichocerca tigris
Strophosoma sus
Pyura tesselata
Pyura tessellata
Eucyclops macruroides
Eucyclops macrurus
Caloptilia robustella
Caloptilia rufipennella
Platymetopius guttatus
Eucyclops serrulatus
Scymnus mimulus
Dolichopus fraterculus
Eucyclops speratus
Caloptilia stigmatella
Piesma capitatum
Amphithoe rubricata
Caloptilia suberinella
Dolichopus griseipennis
Piesma maculatum
Piesma quadratum
Piesma unicolor
Zygaena filipendulae
Cremnocephalus albolineatus
Rhamphomyia nigripennis
Didysmachus picipes
Dolichopus lepidus
Dolichopus linearis
Tubifex tubifex
Erginus rubellus
Dolichopus longicornis
Calopus serraticornis
Chaetophorura arctica
Chaetophorura bella
Chaetophorura simplex
Elachista humilis
Macrosteles alpinus
Phoca hispida
Cyrtopogon lateralis
Holoarctia puengeleri
Dolichopus nigricornis
Zacladus geranii
Gattyana amondseni
Phoca vitulina
Capperia britanniodactylus
Gattyana cirrosa
Rhamphomyia spinipes
Psammechinus miliaris
Rhamphomyia sulcata
Amphitrite cirrata
Holobus flavicornis
Macrosteles septemnotatus
Pseudotelphusa paripunctella
Eudonia sudetica
Notolimea crassa
Notolimea sarsii
Dolichopus plumipes
Euscelidius schenkii
Rhamphomyia trigemina
Dolichopus popularis
Macrosteles variatus
Rhamphomyia umbripennis
Nesticus cellulans
Polyartemia forcipata
Gnoriste harcyniae
Rhamphomyia variabilis
Polyarthra dolichoptera
Agapanthia villosoviridescens
Dolichopus remipes
Polyarthra major
Euscelis distinguendus
Polyarthra remata
Bubulcus ibis
Dolichopus rupestris
Eucythere argus
Tubificoides benedii
Notolopha cristata
Notolopha tuomikoskii
Paramecosoma melanocephalum
Holocentropus dubius
Alloclemensia mesospilella
Holocentropus insignis
Holocentropus picicornis
Eucytherura delineata
Dolichopus simplex
Paramecynostomum diversicolor
Scymnus suturalis
Semierycina nitida
Taenia micracantha
Dolichopus stenhammari
Cyrtorhinus caricis
Krithe bartonesis
Parnassius apollo
Krithe ex
Krithe glacialis
Krithe minima
Notomastus latericeus
Ctenodiscus crispatus
Phocoena phocoena
Melanophila acuminata
Calosirus apicalis
Dolichopus trivialis
Isotoma agrelli
Dolichopus ungulatus
Isotoma anglicana
Dendroxena quadrimaculata
Isotoma blekeni
Isotoma blufusata
Dolichopus wahlbergi
Isotoma caerulea
Platynereis dumerilii
Chondractinia digitata
Chondractinia nodosa
Agapeta hamana
Parameletus chelifer
Acmostomum dioicum
Amphiura chiajei
Parameletus minor
Amphiura chiajii
Curimopsis cyclolepidia
Calosoma inquisitor
Anopleta depressicollis
Isotoma hiemalis
Lampronia capitella
Isotoma infuscata
Curimopsis setigera
Brosme brosme
Notommata cyrtopus
Schistocephalus dimorphus
Isotoma maritima
Isotoma neglecta
Isotoma nivea
Isotoma notabilis
Isotoma olivacea
Notommata pseudocerberus
Amphiura filiformis
Allocotocera pulchella
Notommata tripus
Roemeripora aspinosa
Roemeripora media
Roemeripora minor
Roemeripora wimani
Isotoma riparia
Dendryphantes rudis
Roemerolites laminatus
Notomonoophorum oculatum
Apotomis algidana
Apotomis betuletana
Crenella decussata
Apotomis capreana
Arthaldeus pascuellus
Acnemia falcata
Isotoma violacea
Isotoma viridis
Apotomis demissana
Apotomis fraterculana
Acnemia nitidicollis
Apotomis infida
Pherusa plumosa
Apotomis inundana
Isotomiella minor
Apotomis lemniscatana
Chaetopterus variopedatus
Apotomis moestana
Rhantus exsoletus
Apotomis sauciana
Isotomodella pusilla
Apotomis semifasciana
Rhantus frontalis
Apotomis sororculana
Isotomodes bisetosus
Apotomis turbidana
Isotomodes productus
Paramesia gnomana
Platynus assimilis
Modiolarca subpicta
Chaetopteryx villosa
Isotomurus antennalis
Isotomurus balteatus
Leangella scissa
Leangella triangularis
Lampronia rupella
Pikonema scutellatum
Isotomurus fucicola
Isotomurus graminis
Notonecta glauca
Isotomurus italicus
Vitula biviella
Isotomurus maculatus
Anoplius viaticus
Isotomurus palustris
Notonecta lutea
Isotomurus plumosus
Rhantus suturalis
Tetrao tetrix
Isotomurus stuxbergi
Rhantus suturellus
Isotomurus unifasciatus
Isotomurus unistriatus
Tetrao urogallus
Pseudisotoma monochaeta
Fleutiauxellus algidus
Platynus mannerheimii
Fleutiauxellus maritimus
Semioscopis avelanella
Eudectus giraudi
Semioscopis avellanella
Mesapamea secalis
Semioscopis oculella
Semioscopis steinkellneriana
Echinocardium cordatum
Semioscopis strigulana
Paramesostoma helgolandicum
Echinocardium flavescens
Buprestis haemorrhoidalis
Calospilos sylvata
Myzia oblongoguttata
Bombus jonellus
Agapetus ochripes
Dienerella clathrata
Dienerella elongata
Roeslerstammia erxlebella
Dienerella filiformis
Denisia similella
Denisia stipella
Denisia stroemella
Clamator glandarius
Dienerella separanda
Buprestis novemmaculata
Eudemis porphyrana
Eudemis profundana
Buprestis octoguttata
Malacosoma neustria
Anguilla anguilla
Berytinus minor
Clambus armadillo
Gymnelis viridis
Buprestis rustica
Leptomorphus quadrimaculatus
Clambus nigrellus
Leptomorphus walkeri
Beryx decadactylus
Clambus pubescens
Clambus punctulum
Schistoglossa aubei
Pecten maximus
Schistoglossa curtipennis
Schistoglossa gemina
Schistoglossa viduata
Stenus nitens
Psammodius sulcicollis
Lebbeus polaris
Eudendrium rameum
Eudendrium ramosum
Dolichosoma lineare
Pithanus maerkelii
Curtimorda maculosa
Anoplodactylus petiolatus
Allodia anglofennica
Lymnocryptes minimus
Schistomeringos caeca
Allodia czernyi
Callionymus maculatus
Kelliella abyssicola
Endeis spinosa
Curtitoma violacea
Mamestra brassicae
Allodia lugens
Allodia lundstroemi
Eudorella truncatula
Atheta celata
Allodia ornaticollis
Endelomyia aethiops
Allodia pyxidiformis
Allodia septentrionalis
Oenopota violacea
Allodia truncata
Coleophora gallipennella
Allodia tuomikoskii
Eudorellopsis deformis
Allodia zaitzevi
Atheta cinnamoptera
Bombus magnus
Psylla alni
Allodiopsis domestica
Platypalpus agilis
Allodiopsis rustica
Platypalpus annulatus
Platypalpus annulipes
Olophrum assimile
Stenoptilia bipunctidactyla
Olophrum boreale
Olophrum consimile
Platypalpus articulatoides
Olophrum fuscum
Olophrum piceum
Platypalpus brachystylus
Platypalpus brevicornis
Platypalpus calceatus
Platypalpus candicans
Anoplodera maculicornis
Macrothylacia rubi
Lebertia insignis
Platypalpus ciliaris
Issoria lathonia
Platypalpus confinis
Lyciella decempunctata
Platypalpus cothurnatus
Platypalpus cryptospina
Platypalpus cursitans
Stelletta normani
Gyraulus crista
Platypalpus ecalceatus
Megacoelum infusum
Dolichovespula saxonica
Acomoptera difficilis
Anoplodera rubra
Dolichovespula sylvestris
Acompocoris pygmaeus
Clangula hyemalis
Phoenicocoris obscurellus
Agaricochara latissima
Anoplodera sexguttata
Platypalpus interstinctus
Drymus brunneus
Issus muscaeformis
Coleophora gryphipennella
Sinuites corpulentus
Sinuites niger
Lebetus scorpioides
Platypalpus longicornis
Platypalpus longiseta
Platypalpus luteicornis
Platypalpus luteus
Acompus rufipes
Platypalpus macula
Platypalpus maculimanus
Anoplodera virens
Platypalpus major
Notophyllum foliosum
Platypalpus minutus
Platypalpus nigricoxa
Lebia chlorocephala
Platypalpus nigritarsis
Platypalpus nigrosetosus
Lebia cruxminor
Platypalpus norvegicus
Platypalpus notatus
Curveulima macrophthalmica
Lebia cyanocephala
Platypalpus ochrocerus
Viviparus viviparus
Platypalpus optivus
Burhinus oedicnemus
Platypalpus pallidicornis
Platypalpus pallidiventris
Epipsilia grisescens
Platypalpus pectoralis
Hololepta plana
Drymus sylvaticus
Phoenicopterus minor
Dolycoris baccarum
Agrochola nitida
Platypalpus pseudofulvipes
Platypalpus pulicarius
Platypalpus rapidoides
Platypalpus rapidus
Platypalpus scandinavicus
Microtus agrestis
Atheta dwinensis
Creophilus maxillosus
Anoplodiera voluta
Platypalpus stackelbergi
Platypalpus stigmatellus
Atheta ebenina
Anoplodium stichopi
Alydus calcaratus
Turrisipho moebii
Psammophorura gedanica
Hydrometra gracilenta
Platypalpus veralli
Pectinaria auricoma
Oulema melanopus
Pectinaria belgica
Eudiaptomus gracilis
Puffinus mauretanicus
Eudiaptomus graciloides
Phylloscopus orientalis
Psylliodes affinis
Pectinaria hyperborea
Pectinaria koreni
Psylliodes chrysocephala
Stelliporella parvistella
Psylliodes cucullata
Taeniopteryx nebulosa
Phyllonorycter ulmifoliella
Phoenicurus phoenicurus
Psylliodes hyoscyami
Larus canus
Idaea pallidata
Polycarpa fibrosa
Psylliodes marcida
Psylliodes napi
Merlangius merlangus
Baccha elongata
Abraxas sylvata
Cantharis paludosa
Hebrus pusillus
Hebrus ruficeps
Kuhnia scombri
Stelodictyon crickmayi
Polycarpa pomaria
Corbula gibba
Eusphalerum lapponicum
Eusphalerum luteum
Gauropterus fulgidus
Microtus oeconomus
Eusphalerum minutum
Merluccius merluccius
Eusphalerum sorbi
Eusphalerum sorbicola
Chaetozne setosa
Coranarta cordigera
Psyllobora vigintiduopunctata
Loxia curvirostra
Macrourus berglax
Crepidodera aurata
Coranus subapterus
Chaetozone setosa
Paramphinome jeffreysii
Microtus ratticeps
Gaurotes virginea
Doliotettix lunulatus
Crepidodera fulvicornis
Euspilapteryx auroguttella
Crepidodera lamina
Crepidodera nitidula
Cartodere constricta
Dentalium entalis
Holopedium gibberum
Paramphitrite tetrabranchia
Psammotis pulveralis
Claremontia alternipes
Claremontia brevicornis
Claremontia tenuicornis
Claremontia uncta
Claremontia waldheimii
Pandemis cinnamomeana
Siona lineata
Pandemis corylana
Euspira catena
Stigmella ruficapitella
Omalium brevicolle
Omalium caesum
Protaetia marmorata
Brachionus angularis
Paramunna bilobata
Omalium excavatum
Anaitides mucosa
Badister bullatus
Omalium exiguum
Walckenaeria nodosa
Larus fuscus
Euspira montagui
Cymindis angularis
Euspira pallida
Badister lacertosus
Brachionus calyciflorus
Lecane flexilis
Omalium laeviusculum
Coleophora adelogrammella
Omalium laticolle
Pristiphora compressa
Coleophora adjectella
Coleophora adjunctella
Coleophora adspersella
Euspira pulchella
Omalium muensteri
Atomaria impressa
Nabicula flavomarginata
Nabicula limbata
Coleophora ahenella
Lecane levistyla
Lecane ligona
Merodon equestris
Hydromyza livens
Neoascia meticulosa
Coleophora albella
Lecane luna
Omalium riparium
Coleophora albicans
Lecane lunaris
Oodes helopioides
Bombus ruderarius
Omalium rivulare
Dioctria baumhaueri
Lecane mira
Omalium rugatum
Coleophora albitarsella
Coleophora alcyonipennella
Omalium septentrionis
Coleophora algidella
Allolobophora caliginosa
Omalium strigicolle
Coleophora alnifoliae
Dolomedes fimbriatus
Gavia adamsii
Anoplotrupes stercorosus
Neoascia podagrica
Gavia arctica
